NACCAGE,EDUC,SEX,mean.adj,sd.adj,Zscore
44,17,0,2.070441261,0.129801975,0
45,17,0,2.072382893,0.129801975,0
46,17,0,2.074399341,0.129801975,0
47,17,0,2.076503455,0.129801975,0
48,17,0,2.078708135,0.129801975,0
49,17,0,2.081052564,0.129801975,0
50,17,0,2.083644893,0.129801975,0
51,17,0,2.08660445,0.129801975,0
52,17,0,2.090050562,0.129801975,0
53,17,0,2.094102555,0.129801975,0
54,17,0,2.098879757,0.129801975,0
55,17,0,2.104501495,0.129801975,0
56,17,0,2.111085841,0.129801975,0
57,17,0,2.118641607,0.129801975,0
58,17,0,2.126985103,0.129801975,0
59,17,0,2.135913044,0.129801975,0
60,17,0,2.145222144,0.129801975,0
61,17,0,2.154709119,0.129801975,0
62,17,0,2.164170682,0.129801975,0
63,17,0,2.17340355,0.129801975,0
64,17,0,2.182207167,0.129801975,0
65,17,0,2.190471152,0.129801975,0
66,17,0,2.198193802,0.129801975,0
67,17,0,2.205379883,0.129801975,0
68,17,0,2.212034162,0.129801975,0
69,17,0,2.218161404,0.129801975,0
70,17,0,2.223766376,0.129801975,0
71,17,0,2.228853843,0.129801975,0
72,17,0,2.233432668,0.129801975,0
73,17,0,2.237580508,0.129801975,0
74,17,0,2.241432103,0.129801975,0
75,17,0,2.245123924,0.129801975,0
76,17,0,2.248792439,0.129801975,0
77,17,0,2.252574117,0.129801975,0
78,17,0,2.256605427,0.129801975,0
79,17,0,2.261022838,0.129801975,0
80,17,0,2.265951516,0.129801975,0
81,17,0,2.271405588,0.129801975,0
82,17,0,2.277336154,0.129801975,0
83,17,0,2.28369359,0.129801975,0
84,17,0,2.290428275,0.129801975,0
85,17,0,2.297490585,0.129801975,0
86,17,0,2.304830898,0.129801975,0
87,17,0,2.312399591,0.129801975,0
88,17,0,2.320154899,0.129801975,0
89,17,0,2.328103548,0.129801975,0
90,17,0,2.336270744,0.129801975,0
91,17,0,2.34468173,0.129801975,0
92,17,0,2.353361749,0.129801975,0
93,17,0,2.362336044,0.129801975,0
94,17,0,2.371629857,0.129801975,0
95,17,0,2.381268431,0.129801975,0
40,18,0,2.05641589,0.129801975,0
41,18,0,2.058186736,0.129801975,0
42,18,0,2.059981005,0.129801975,0
43,18,0,2.061811547,0.129801975,0
44,18,0,2.063691209,0.129801975,0
45,18,0,2.065632841,0.129801975,0
46,18,0,2.067649289,0.129801975,0
47,18,0,2.069753403,0.129801975,0
48,18,0,2.071958083,0.129801975,0
49,18,0,2.074302512,0.129801975,0
50,18,0,2.076894841,0.129801975,0
51,18,0,2.079854398,0.129801975,0
52,18,0,2.08330051,0.129801975,0
53,18,0,2.087352503,0.129801975,0
54,18,0,2.092129705,0.129801975,0
55,18,0,2.097751443,0.129801975,0
56,18,0,2.104335789,0.129801975,0
57,18,0,2.111891555,0.129801975,0
58,18,0,2.120235051,0.129801975,0
59,18,0,2.129162992,0.129801975,0
60,18,0,2.138472092,0.129801975,0
61,18,0,2.147959066,0.129801975,0
62,18,0,2.15742063,0.129801975,0
63,18,0,2.166653498,0.129801975,0
64,18,0,2.175457115,0.129801975,0
65,18,0,2.1837211,0.129801975,0
66,18,0,2.19144375,0.129801975,0
67,18,0,2.198629831,0.129801975,0
68,18,0,2.20528411,0.129801975,0
69,18,0,2.211411352,0.129801975,0
70,18,0,2.217016324,0.129801975,0
71,18,0,2.222103791,0.129801975,0
72,18,0,2.226682616,0.129801975,0
73,18,0,2.230830456,0.129801975,0
