"NACCAGE","EDUC","SEX","RACE","mean.adj","sd.adj"
73,12,0,"White",28.4571731370438,1.6284799095719
74,12,0,"White",28.2175247830181,1.66972881113326
75,12,0,"White",27.9931022957609,1.71708439265379
76,12,0,"White",27.7904995658581,1.77050416126744
77,12,0,"White",27.6105703254668,1.82968212666604
78,12,0,"White",27.4485185705159,1.89430790691743
79,12,0,"White",27.2971543915985,1.96407112008942
80,12,0,"White",27.1501498048654,2.03866138424985
81,12,0,"White",27.0023347366516,2.11776831746653
82,12,0,"White",26.849697023476,2.20108153780728
83,12,0,"White",26.6893417659481,2.28829066333993
84,12,0,"White",26.5190442217368,2.37916061814893
85,12,0,"White",26.3368026985397,2.47405438343034
86,12,0,"White",26.1407979079889,2.57362013721868
87,12,0,"White",25.9293929656515,2.67850781395704
88,12,0,"White",25.7011333910292,2.78936734808851
89,12,0,"White",25.4547471075588,2.90684867405615
90,12,0,"White",25.1891444426115,3.03160172630306
91,12,0,"White",24.9034181274935,3.1642764392723
92,12,0,"White",24.5968432974459,3.30552274740698
93,12,0,"White",24.2688774916444,3.45579212010198
94,12,0,"White",23.9191606531994,3.61442547526189
95,12,0,"White",23.5475151291564,3.78037765425228
96,12,0,"White",23.1539456704955,3.95260311081164
97,12,0,"White",22.7386394321315,4.13005629867847
98,12,0,"White",22.3019659729142,4.31169167159129
99,12,0,"White",21.8444772556281,4.49646368328859
100,12,0,"White",21.3669076469924,4.68332678750888
101,12,0,"White",20.8701739176612,4.87123543799067
21,13,0,"White",35.3185997586378,2.59849078231117
22,13,0,"White",35.231845773364,2.67189483708626
23,13,0,"White",35.1372956704035,2.74334615760814
24,13,0,"White",35.0356721378335,2.81089200962361
25,13,0,"White",34.9276761271694,2.87257965887948
26,13,0,"White",34.8139868533649,2.92645637112253
27,13,0,"White",34.6952617948121,2.97056941209957
28,13,0,"White",34.572136693341,3.00296604755739
29,13,0,"White",34.44522555422,3.02169354324279
30,13,0,"White",34.3151206461559,3.02480052671015
31,13,0,"White",34.1823925012934,3.01169198587611
32,13,0,"White",34.0475899152158,2.98567448741007
33,13,0,"White",33.9112399469444,2.95075184346886
34,13,0,"White",33.7738479189387,2.91092786620933
35,13,0,"White",33.6358974170967,2.87020636778829
36,13,0,"White",33.4978502907545,2.83259116036258
37,13,0,"White",33.3601466526862,2.80208605608903
38,13,0,"White",33.2232048791046,2.78269486712447
39,13,0,"White",33.0874216096604,2.77840382614194
40,13,0,"White",32.9531717474426,2.79034469713562
41,13,0,"White",32.8208084589786,2.81366342987235
42,13,0,"White",32.6906631742338,2.84275225375189
43,13,0,"White",32.563045586612,2.87200339817397
44,13,0,"White",32.4382436529553,2.89580909253835
45,13,0,"White",32.3165235935437,2.90856156624479
46,13,0,"White",32.1981298920959,2.90465304869302
47,13,0,"White",32.0832852957684,2.87847576928281
48,13,0,"White",31.9721908151564,2.82449367354423
49,13,0,"White",31.8650257242929,2.74147367482704
50,13,0,"White",31.7619475606494,2.63485228660147
51,13,0,"White",31.6630921251356,2.5106397513804
52,13,0,"White",31.5685734820994,2.37484631167669
53,13,0,"White",31.4784839593268,2.23348221000321
54,13,0,"White",31.3928941480424,2.09255768887284
55,13,0,"White",31.3118529029087,1.95808299079843
56,13,0,"White",31.2353873420267,1.83606835829286
57,13,0,"White",31.1635028469353,1.73240465411971
58,13,0,"White",31.0961830626119,1.64936217708391
59,13,0,"White",31.0333898974722,1.58502547353122
