NACCAGE,EDUC,SEX,mean.adj,sd.adj,Zscore
94,19,0,2.49285069,0.102440992,0
95,19,0,2.505680828,0.102521183,0
40,20,0,2.235208852,0.098847763,0
41,20,0,2.238277292,0.098851621,0
42,20,0,2.241109528,0.098855481,0
43,20,0,2.243715511,0.098859344,0
44,20,0,2.246105195,0.098863211,0
45,20,0,2.248288533,0.098867084,0
46,20,0,2.250275476,0.098870964,0
47,20,0,2.252075978,0.098874852,0
48,20,0,2.25370006,0.09887875,0
49,20,0,2.255192736,0.098882662,0
50,20,0,2.256690842,0.098886597,0
51,20,0,2.25834609,0.098890568,0
52,20,0,2.260310194,0.098894586,0
53,20,0,2.262734867,0.098898664,0
54,20,0,2.265771824,0.098902813,0
55,20,0,2.269572778,0.098907045,0
56,20,0,2.27428807,0.098911371,0
57,20,0,2.27994855,0.098915828,0
58,20,0,2.286374542,0.098920492,0
59,20,0,2.29336494,0.098925445,0
60,20,0,2.300718637,0.098930768,0
61,20,0,2.308234528,0.098936541,0
62,20,0,2.315711505,0.098942846,0
63,20,0,2.322948463,0.098949765,0
64,20,0,2.329747566,0.098957386,0
65,20,0,2.336019028,0.098966064,0
66,20,0,2.341803279,0.098976475,0
67,20,0,2.3471485,0.09898931,0
68,20,0,2.352102875,0.099005266,0
69,20,0,2.356714586,0.099025034,0
70,20,0,2.361031815,0.09904931,0
71,20,0,2.365102745,0.099078786,0
72,20,0,2.368975588,0.099114232,0
73,20,0,2.372699066,0.099157698,0
74,20,0,2.376322326,0.09921229,0
75,20,0,2.379894525,0.09928115,0
76,20,0,2.383464821,0.099367419,0
77,20,0,2.387082372,0.099474236,0
78,20,0,2.390796337,0.099604743,0
79,20,0,2.394655873,0.09976208,0
80,20,0,2.398706215,0.099948747,0
81,20,0,2.402954045,0.100160934,0
82,20,0,2.407384161,0.100391257,0
83,20,0,2.411981115,0.100632287,0
84,20,0,2.416729454,0.100876597,0
85,20,0,2.421613729,0.101116759,0
86,20,0,2.426618487,0.101345345,0
87,20,0,2.431728278,0.101554928,0
88,20,0,2.436956446,0.101739203,0
89,20,0,2.442494033,0.101898797,0
90,20,0,2.448599804,0.102036975,0
91,20,0,2.455532654,0.102157012,0
92,20,0,2.463551481,0.102262178,0
93,20,0,2.472915181,0.102355748,0
94,20,0,2.483882652,0.102440992,0
95,20,0,2.496712789,0.102521183,0
40,10,1,2.323525293,0.098847763,0
41,10,1,2.326593733,0.098851621,0
42,10,1,2.329425968,0.098855481,0
43,10,1,2.332031952,0.098859344,0
44,10,1,2.334421636,0.098863211,0
45,10,1,2.336604973,0.098867084,-1.346808476
46,10,1,2.338591917,0.098870964,0
47,10,1,2.340392419,0.098874852,0
48,10,1,2.342016501,0.09887875,0
49,10,1,2.343509177,0.098882662,0
50,10,1,2.345007282,0.098886597,0
51,10,1,2.34666253,0.098890568,0
52,10,1,2.348626634,0.098894586,0
53,10,1,2.351051308,0.098898664,0
54,10,1,2.354088265,0.098902813,0
55,10,1,2.357889218,0.098907045,0
56,10,1,2.36260451,0.098911371,0
57,10,1,2.368264991,0.098915828,0
58,10,1,2.374690983,0.098920492,0
59,10,1,2.381681381,0.098925445,0
60,10,1,2.389035078,0.098930768,-0.815973879
61,10,1,2.396550968,0.098936541,0
62,10,1,2.404027945,0.098942846,0
63,10,1,2.411264904,0.098949765,0
64,10,1,2.418064007,0.098957386,0
65,10,1,2.424335469,0.098966064,0
66,10,1,2.430119719,0.098976475,0
67,10,1,2.435464941,0.09898931,0
68,10,1,2.440419316,0.099005266,0
69,10,1,2.445031027,0.099025034,0
70,10,1,2.449348256,0.09904931,0
71,10,1,2.453419186,0.099078786,0
72,10,1,2.457292028,0.099114232,0
73,10,1,2.461015507,0.099157698,0
74,10,1,2.464638767,0.09921229,0
75,10,1,2.468210965,0.09928115,-0.015602506
76,10,1,2.471781261,0.099367419,0
77,10,1,2.475398813,0.099474236,0
78,10,1,2.479112777,0.099604743,0
79,10,1,2.482972314,0.09976208,0
80,10,1,2.487022656,0.099948747,0
81,10,1,2.491270485,0.100160934,0
82,10,1,2.495700602,0.100391257,0
83,10,1,2.500297556,0.100632287,0
84,10,1,2.505045895,0.100876597,0
85,10,1,2.509930169,0.101116759,0
86,10,1,2.514934927,0.101345345,0
87,10,1,2.520044719,0.101554928,0
88,10,1,2.525272886,0.101739203,0
89,10,1,2.530810474,0.101898797,0
90,10,1,2.536916244,0.102036975,0
91,10,1,2.543849095,0.102157012,0
92,10,1,2.551867922,0.102262178,0
93,10,1,2.561231622,0.102355748,0
94,10,1,2.572199092,0.102440992,0
95,10,1,2.58502923,0.102521183,0
40,11,1,2.314557254,0.098847763,0
41,11,1,2.317625694,0.098851621,0
42,11,1,2.32045793,0.098855481,0
43,11,1,2.323063913,0.098859344,0
44,11,1,2.325453598,0.098863211,0
45,11,1,2.327636935,0.098867084,0
46,11,1,2.329623878,0.098870964,0
47,11,1,2.33142438,0.098874852,0
48,11,1,2.333048462,0.09887875,0
49,11,1,2.334541139,0.098882662,0
50,11,1,2.336039244,0.098886597,0
51,11,1,2.337694492,0.098890568,0
52,11,1,2.339658596,0.098894586,0
53,11,1,2.34208327,0.098898664,0
54,11,1,2.345120227,0.098902813,0
